LICENSEE,DBA,LICENSE,ADDRESS,CITY,ZIP ,AddLong,y,x,url
SAN LUIS VALLEY INDUSTRIES LLC,VILLA GROW,402R-00622,34132 Highway 285,Villa Grove,81155,34132 Highway 285 Villa Grove CO 81155,38.095621,-106.103877,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=34132%20Highway%20285%20Villa%20Grove%20CO%2081155
SB ARAPAHOE LLC,STARBUDS,402R-00316,14655 East Arapahoe Road,Aurora,80016,14655 East Arapahoe Road Aurora CO 80016,39.595014,-104.817276,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=14655%20East%20Arapahoe%20Road%20Aurora%20CO%2080016
SERENE WELLNESS FRASER LLC,,402R-00312,228 Byers Avenue,Fraser,80442,228 Byers Avenue Fraser CO 80442,39.945698,-105.815912,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=228%20Byers%20Avenue%20Fraser%20CO%2080442
SERENE WELLNESS LLC,,402R-00065,13 East Park Avenue,Empire,80438,13 East Park Avenue Empire CO 80438,39.760998,-105.682763,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=13%20East%20Park%20Avenue%20Empire%20CO%2080438
SERENE WELLNESS V LLC,SERENE WELLNESS WINTER PARK LLC,402R-00559,"79025 US Highway 40, Units 5-6",Winter Park,80482,"79025 US Highway 40, Units 5-6 Winter Park CO 80482",39.916548,-105.783434,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=79025%20US%20Highway%2040,%20Units%205-6%20Winter%20Park%20CO%2080482"
SERENITY MOON WELLNESS CENTER LLC,FROSTED LEAF,402R-00186,399 South Harrison Street,Denver,80209,399 South Harrison Street Denver CO 80209,39.709409,-104.941376,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=399%20South%20Harrison%20Street%20Denver%20CO%2080209
SERENITY MOON WELLNESS CENTER LLC,FROSTED LEAF,402R-00240,6302 East Colfax Avenue,Denver,80220,6302 East Colfax Avenue Denver CO 80220,39.74009,-104.914975,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6302%20East%20Colfax%20Avenue%20Denver%20CO%2080220
SEVEN-ONE-NINE LLC,,402R-00668,2729 Farabaugh Lane,Pueblo,81004,2729 Farabaugh Lane Pueblo CO 81004,38.215054,-104.643283,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2729%20Farabaugh%20Lane%20Pueblo%20CO%2081004
SHRED INVESTMENTS LLC,HIGH WEST CANNABIS,402R-00498,"10625 East 51st Avenue, Unit 100",Denver,80239,"10625 East 51st Avenue, Unit 100 Denver CO 80239",39.790318,-104.86455,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=10625%20East%2051st%20Avenue,%20Unit%20100%20Denver%20CO%2080239"
SIMPLY PURE COLORADO LLC,SIMPLY PURE,402R-00510,2000 West 32nd Avenue,Denver,80211,2000 West 32nd Avenue Denver CO 80211,39.762039,-105.011384,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2000%20West%2032nd%20Avenue%20Denver%20CO%2080211
SIPES MOUNTAIN TRADERS LLC,NATURES SPIRIT,402R-00170,113 East 7th Street,Leadville,80461,113 East 7th Street Leadville CO 80461,39.249777,-106.291609,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=113%20East%207th%20Street%20Leadville%20CO%2080461
SISSCO LLC,TRENCHTOWN,402R-00251,734 Sheridan Boulevard,Denver,80214,734 Sheridan Boulevard Denver CO 80214,39.729169,-105.053242,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=734%20Sheridan%20Boulevard%20Denver%20CO%2080214
SISTEM FRASER LLC,SILVER STEM FINE CANNABIS,402R-00366,"511 Zerex Street, Suite 203",Fraser,80442,"511 Zerex Street, Suite 203 Fraser CO 80442",39.948689,-105.816853,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=511%20Zerex%20Street,%20Suite%20203%20Fraser%20CO%2080442"
SKINNY PINEAPPLE INC,THE FARM,402R-00210,2801 Iris Avenue,Boulder,80301,2801 Iris Avenue Boulder CO 80301,40.036459,-105.256998,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2801%20Iris%20Avenue%20Boulder%20CO%2080301
SMOKED COLORADO INC,MIGHTY TREE,402R-00600,2268 South Delaware Street,Denver,80223,2268 South Delaware Street Denver CO 80223,39.675476,-104.992274,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2268%20South%20Delaware%20Street%20Denver%20CO%2080223
SMOKING GUN LLC,SMOKINGUN APOTHECARY,402R-00262,492 South Colorado Boulevard,Glendale,80246,492 South Colorado Boulevard Glendale CO 80246,39.707709,-104.940657,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=492%20South%20Colorado%20Boulevard%20Glendale%20CO%2080246
SOLACE MEDS LLC,,402R-00239,"301 Smokey Street, Unit A & B",Fort Collins,80525,"301 Smokey Street, Unit A & B Fort Collins CO 80525",40.506,-105.07328,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=301%20Smokey%20Street,%20Unit%20A%20&%20B%20Fort%20Collins%20CO%2080525"
SOLACE MEDS OF WHEAT RIDGE LLC,,402R-00153,4845 Van Gordon Street,Wheat Ridge,80033,4845 Van Gordon Street Wheat Ridge CO 80033,39.784544,-105.135549,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4845%20Van%20Gordon%20Street%20Wheat%20Ridge%20CO%2080033
SOUTH PUEBLO LLC,COLORADO CANNABIS EXCHANGE,402R-00702,3377 South Interstate 25,Pueblo,81004,3377 South Interstate 25 Pueblo CO 81004,38.071244,-104.71088,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3377%20South%20Interstate%2025%20Pueblo%20CO%2081004
SOUTHERN COLORADO CANNABIS CLUB LLC,,402R-00508,29577 Highway 159,Fort Garland,81133,29577 Highway 159 Fort Garland CO 81133,37.423764,-105.431423,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=29577%20Highway%20159%20Fort%20Garland%20CO%2081133
SOUTHERN COLORADO THERAPEUTICS INC,HIGHLAND HEALTH,402R-00372,1505 Santa Fe Trail Drive,Trinidad,81082,1505 Santa Fe Trail Drive Trinidad CO 81082,37.17482,-104.49146,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1505%20Santa%20Fe%20Trail%20Drive%20Trinidad%20CO%2081082
SOUTHWEST ALTERNATIVE CARE LLC,KAYA,402R-00515,3937 West Colfax Avenue,Denver,80204,3937 West Colfax Avenue Denver CO 80204,39.740338,-105.038564,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3937%20West%20Colfax%20Avenue%20Denver%20CO%2080204
SOUTHWEST SUNSHINE LLC,THE DOOBIE SISTERS,402R-00563,695 North Broadway,Cortez,81321,695 North Broadway Cortez CO 81321,37.355853,-108.589177,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=695%20North%20Broadway%20Cortez%20CO%2081321
STARBUDS ALAMEDA LLC,STARBUDS,402R-00177,"428 South McCulloch Boulevard, Building A",Pueblo West,81007,"428 South McCulloch Boulevard, Building A Pueblo West CO 81007",38.318354,-104.749201,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=428%20South%20McCulloch%20Boulevard,%20Building%20A%20Pueblo%20West%20CO%2081007"
STARBUDS AURORA LLC,STARBUDS,402R-00267,"1408 Del Mar Parkway, Units D1 & D2",Aurora,80010,"1408 Del Mar Parkway, Units D1 & D2 Aurora CO 80010",39.738863,-104.870905,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1408%20Del%20Mar%20Parkway,%20Units%20D1%20&%20D2%20Aurora%20CO%2080010"
STARBUDS COMMERCE CITY LLC,STARBUDS,402R-00577,5844 Dahlia Street,Commerce City,80022,5844 Dahlia Street Commerce City CO 80022,39.802983,-104.931365,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5844%20Dahlia%20Street%20Commerce%20City%20CO%2080022
STARBUDS LOUISVILLE LLC,STARBUDS,402R-00214,"1156 West Dillon Road, Unit 3",Louisville,80027,"1156 West Dillon Road, Unit 3 Louisville CO 80027",39.961875,-105.166753,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1156%20West%20Dillon%20Road,%20Unit%203%20Louisville%20CO%2080027"
STARBUDS NIWOT LLC,STARBUDS,402R-00701,6924 North 79th Street,Niwot,80503,6924 North 79th Street Niwot CO 80503,40.099777,-105.169129,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6924%20North%2079th%20Street%20Niwot%20CO%2080503
STARBUDS PUEBLO LLC,STARBUDS,402R-00410,4305 Thatcher Avenue,Pueblo,81005,4305 Thatcher Avenue Pueblo CO 81005,38.258357,-104.666324,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4305%20Thatcher%20Avenue%20Pueblo%20CO%2081005
STARRYNIGHT MANAGEMENT LLC,ROOTED,402R-00605,110 Santa Fe Trail,Trinidad,81082,110 Santa Fe Trail Trinidad CO 81082,37.16851,-104.50553,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=110%20Santa%20Fe%20Trail%20Trinidad%20CO%2081082
STEM BEACH LLC,,402R-00713,3369 South Interstate 25,Pueblo,81004,3369 South Interstate 25 Pueblo CO 81004,38.071244,-104.71088,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3369%20South%20Interstate%2025%20Pueblo%20CO%2081004
STONE T.M.C. LLC,THE STONE DISPENSARY,402R-00494,4820 Morrison Road,Denver,80219,4820 Morrison Road Denver CO 80219,39.699677,-105.049218,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4820%20Morrison%20Road%20Denver%20CO%2080219
SUMMIT WELLNESS,DENREC DENVER RECREATIONAL DISPENSARY,402R-00133,"2117 Larimer Street, #1",Denver,80205,"2117 Larimer Street, #1 Denver CO 80205",39.754192,-104.990982,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2117%20Larimer%20Street,%20#1%20Denver%20CO%2080205"
SUMMIT WELLNESS,DEN-REC DENVER RECREATIONAL DISPENSARY,402R-00646,2042 South Bannock Street,Denver,80223,2042 South Bannock Street Denver CO 80223,39.679398,-104.989972,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2042%20South%20Bannock%20Street%20Denver%20CO%2080223
SUNRISE SOLUTIONS LLC,,402R-00147,43 Main Street,Bailey,80421,43 Main Street Bailey CO 80421,39.406938,-105.475027,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=43%20Main%20Street%20Bailey%20CO%2080421
SUSTAINABLE HEALTH LLC,14er HOLISTICS,402R-00208,"2897 Mapleton Avenue, Suite 800",Boulder,80301,"2897 Mapleton Avenue, Suite 800 Boulder CO 80301",40.025539,-105.256389,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2897%20Mapleton%20Avenue,%20Suite%20800%20Boulder%20CO%2080301"
SWEET LEAF LLC,SWEET LEAF,402R-00158,5100 West 38th Avenue,Denver,80212,5100 West 38th Avenue Denver CO 80212,39.769333,-105.052258,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5100%20West%2038th%20Avenue%20Denver%20CO%2080212
SWEET LEAF PIONEER LLC,,402R-00211,"1286 Chambers Avenue, Suite 101",Eagle,81631,"1286 Chambers Avenue, Suite 101 Eagle CO 81631",39.665957,-106.811508,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1286%20Chambers%20Avenue,%20Suite%20101%20Eagle%20CO%2081631"
SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,402R-00031,330 East Colfax Avenue,Denver,80203,330 East Colfax Avenue Denver CO 80203,39.740052,-104.982642,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=330%20East%20Colfax%20Avenue%20Denver%20CO%2080203
SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,402R-00032,1724 South Broadway,Denver,80210,1724 South Broadway Denver CO 80210,39.685188,-104.987467,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1724%20South%20Broadway%20Denver%20CO%2080210
SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,402R-00275,16840 East Iliff Avenue,Aurora,80013,16840 East Iliff Avenue Aurora CO 80013,39.673586,-104.792045,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=16840%20East%20Iliff%20Avenue%20Aurora%20CO%2080013
SYLS LLC,STRAWBERRY FIELDS,402R-00537,2285 North Interstate 25,Pueblo,81008,2285 North Interstate 25 Pueblo CO 81008,38.341702,-104.620519,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2285%20North%20Interstate%2025%20Pueblo%20CO%2081008
TASTEBUDZ LLC,AROMA,402R-00550,5433 Quebec Street,Commerce City,80022,5433 Quebec Street Commerce City CO 80022,39.795413,-104.90352,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5433%20Quebec%20Street%20Commerce%20City%20CO%2080022
TDM LLC,TREES,402R-00652,5005 South Federal Boulevard,Englewood,80110,5005 South Federal Boulevard Englewood CO 80110,39.62558,-105.025451,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5005%20South%20Federal%20Boulevard%20Englewood%20CO%2080110
TELLURIDE GREEN ROOM LLC,TELLURIDE GREEN ROOM,402R-00134,"250 South Fir Street, #5 & #6",Telluride,81435,"250 South Fir Street, #5 & #6 Telluride CO 81435",30.044897,-90.6872,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=250%20South%20Fir%20Street,%20#5%20&%20#6%20Telluride%20CO%2081435"
TENDERFOOT HEALTH COLLECTIVE,,402R-00381,"840 Oak Street, Suites A, B & C",Salida,81201,"840 Oak Street, Suites A, B & C Salida CO 81201",52.172992,-113.871352,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=840%20Oak%20Street,%20Suites%20A,%20B%20&%20C%20Salida%20CO%2081201"
TETRAHYDROCENTER LLC,TETRAHYDROCENTER,402R-00059,9206 East Hampden Avenue,Denver,80231,9206 East Hampden Avenue Denver CO 80231,39.653062,-104.880428,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=9206%20East%20Hampden%20Avenue%20Denver%20CO%2080231
THC2 INC,THE HAPPY CAMPER CANNABIS COMPANY,402R-00711,1041 North River Road,Palisade,81526,1041 North River Road Palisade CO 81526,39.111339,-108.346764,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1041%20North%20River%20Road%20Palisade%20CO%2081526
THE 404 LLC,,402R-00682,404 North Greenwood Street,Pueblo,81003,404 North Greenwood Street Pueblo CO 81003,38.27089,-104.613088,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=404%20North%20Greenwood%20Street%20Pueblo%20CO%2081003
THE ACCEPTUS GROUP LLC,COLORADO GROW COMPANY,402R-00343,965 1/2  Main Avenue,Durango,81301,965 1/2  Main Avenue Durango CO 81301,37.274198,-107.880457,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=965%201/2%20%20Main%20Avenue%20Durango%20CO%2081301
THE CANNABIST CASTLE SUPERMARKET & DISPENSARY LOUNGE LLC,THE KIND CASTLE,402R-00526,248 East First Street,Parachute,81635,248 East First Street Parachute CO 81635,39.453732,-108.050774,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=248%20East%20First%20Street%20Parachute%20CO%2081635
THE COLORADO CANNABIS CABIN LLC,,402R-00533,650 B South 11th Street,Gunnison,81230,650 B South 11th Street Gunnison CO 81230,38.53831,-106.936117,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=650%20B%20South%2011th%20Street%20Gunnison%20CO%2081230
THE GIVING TREE OF DENVER LLC,,402R-00113,2707 West 38th Avenue,Denver,80211,2707 West 38th Avenue Denver CO 80211,39.76927,-105.020744,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2707%20West%2038th%20Avenue%20Denver%20CO%2080211
THE GREEN SOLUTION LLC,,402R-00014,470 Malley Drive,Northglenn,80233,470 Malley Drive Northglenn CO 80233,39.903026,-104.980598,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=470%20Malley%20Drive%20Northglenn%20CO%2080233
THE GREEN SOLUTION LLC,,402R-00015,4400 Grape Street,Denver,80216,4400 Grape Street Denver CO 80216,39.779121,-104.924643,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4400%20Grape%20Street%20Denver%20CO%2080216
THE GREEN SOLUTION LLC,,402R-00016,2601 West Alameda Avenue,Denver,80219,2601 West Alameda Avenue Denver CO 80219,39.711158,-105.018345,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2601%20West%20Alameda%20Avenue%20Denver%20CO%2080219
THE GREEN SOLUTION LLC,,402R-00297,350 South Potomac Street,Aurora,80012,350 South Potomac Street Aurora CO 80012,39.710506,-104.828325,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=350%20South%20Potomac%20Street%20Aurora%20CO%2080012
THE GREEN SOLUTION LLC,,402R-00298,6020 West 20th Avenue,Edgewater,80214,6020 West 20th Avenue Edgewater CO 80214,39.747626,-105.06319,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6020%20West%2020th%20Avenue%20Edgewater%20CO%2080214
THE GREEN SOLUTION LLC,,402R-00299,645 Water Street,Silver Plume,80476,645 Water Street Silver Plume CO 80476,39.695057,-105.726238,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=645%20Water%20Street%20Silver%20Plume%20CO%2080476
THE GREEN SOLUTION LLC,,402R-00300,3179 South Peoria Court,Aurora,80014,3179 South Peoria Court Aurora CO 80014,39.658318,-104.848186,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3179%20South%20Peoria%20Court%20Aurora%20CO%2080014
THE GREEN SOLUTION LLC,,402R-00302,"1450 Havana Street, Suites C & D",Aurora,80010,"1450 Havana Street, Suites C & D Aurora CO 80010",39.7392,-104.86548,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1450%20Havana%20Street,%20Suites%20C%20&%20D%20Aurora%20CO%2080010"
THE GREEN SOLUTION LLC,,402R-00303,14301 East Colfax Avenue,Aurora,80011,14301 East Colfax Avenue Aurora CO 80011,39.740288,-104.821019,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=14301%20East%20Colfax%20Avenue%20Aurora%20CO%2080011
THE GREEN SOLUTION LLC,,402R-00474,6681 Federal Boulevard,Denver,80221,6681 Federal Boulevard Denver CO 80221,39.817906,-105.025257,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6681%20Federal%20Boulevard%20Denver%20CO%2080221
THE GREEN SOLUTION LLC,,402R-00501,810 North College Avenue,Fort Collins,80524,810 North College Avenue Fort Collins CO 80524,40.598144,-105.076643,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=810%20North%20College%20Avenue%20Fort%20Collins%20CO%2080524
THE GREEN SOLUTION LLC,,402R-00582,1423 Santa Fe Trail,Trinidad,81082,1423 Santa Fe Trail Trinidad CO 81082,37.17434,-104.49208,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1423%20Santa%20Fe%20Trail%20Trinidad%20CO%2081082
THE GREEN SOLUTION LLC,,402R-00583,409 North Commercial Street,Trinidad,81082,409 North Commercial Street Trinidad CO 81082,37.17052,-104.50661,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=409%20North%20Commercial%20Street%20Trinidad%20CO%2081082
THE GREEN SOLUTION LLC,,402R-00654,4151 East Kentucky Avenue,Glendale,80246,4151 East Kentucky Avenue Glendale CO 80246,39.700192,-104.938731,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4151%20East%20Kentucky%20Avenue%20Glendale%20CO%2080246
THE GREEN SOLUTION LLC,,402R-00666,19370 East Quincy Avenue,Aurora,80015,19370 East Quincy Avenue Aurora CO 80015,39.638497,-104.761465,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=19370%20East%20Quincy%20Avenue%20Aurora%20CO%2080015
THE GREEN SOLUTION LLC,,402R-00670,1207 Southgate Place,Pueblo,81004,1207 Southgate Place Pueblo CO 81004,38.2173,-104.623289,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1207%20Southgate%20Place%20Pueblo%20CO%2081004
THE GREEN SOLUTION LLC,,402R-00700,1995 Wewatta Street,Denver,80202,1995 Wewatta Street Denver CO 80202,39.756436,-104.997796,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1995%20Wewatta%20Street%20Denver%20CO%2080202
THE GREEN SOLUTION LLC,,402R-00718,206 South Main Street,Longmont,80501,206 South Main Street Longmont CO 80501,40.154494,-105.10255,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=206%20South%20Main%20Street%20Longmont%20CO%2080501
THE GROWING KITCHEN LLC,THE GROWING KITCHEN,402R-00532,8401 Baseline Road,Boulder,80303,8401 Baseline Road Boulder CO 80303,40.000134,-105.157146,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=8401%20Baseline%20Road%20Boulder%20CO%2080303
THE HERBAL CURE LLC,,402R-00139,985 South Logan Street,Denver,80209,985 South Logan Street Denver CO 80209,39.698892,-104.982785,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=985%20South%20Logan%20Street%20Denver%20CO%2080209
THE HERBAL GARDEN LLC,THE UNDERGROUND STATION LLC,402R-00616,439 North Commercial Street,Trinidad,81082,439 North Commercial Street Trinidad CO 81082,37.17114,-104.50688,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=439%20North%20Commercial%20Street%20Trinidad%20CO%2081082
THE MEDICINE MAN LLC,,402R-00390,310 East Main Street,Cortez,81321,310 East Main Street Cortez CO 81321,37.348685,-108.580793,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=310%20East%20Main%20Street%20Cortez%20CO%2081321
THE ORGANIC SEED LLC,CANNASSEUR,402R-00196,41 North Precision Drive,Pueblo West,81007,41 North Precision Drive Pueblo West CO 81007,38.333472,-104.727746,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=41%20North%20Precision%20Drive%20Pueblo%20West%20CO%2081007
THE OUNCE DEPOT LLC,THE FARMERS MARKET,402R-00409,2070 South Huron Street,Denver,80223,2070 South Huron Street Denver CO 80223,39.678818,-104.997157,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2070%20South%20Huron%20Street%20Denver%20CO%2080223
THREE EYED JACK LLC,,402R-00715,4444 South Federal Boulevard,Sheridan,80110,4444 South Federal Boulevard Sheridan CO 80110,39.636099,-105.025369,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4444%20South%20Federal%20Boulevard%20Sheridan%20CO%2080110
THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,402R-00556,1714 B Santa Fe Drive B,Pueblo,81006,1714 B Santa Fe Drive B Pueblo CO 81006,38.245642,-104.579403,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1714%20B%20Santa%20Fe%20Drive%20B%20Pueblo%20CO%2081006
THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,402R-00660,83 North Magneto Drive,Pueblo West,81007,83 North Magneto Drive Pueblo West CO 81007,38.334708,-104.724258,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=83%20North%20Magneto%20Drive%20Pueblo%20West%20CO%2081007
